,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 81531,248.58568871564938,1,1,0,0,0,2,1,1578904.0
declaration 82650,1729.842674607212,1,0,0,0,0,1,1,607888.0
declaration 84857,437.7180813507424,1,1,0,0,0,2,1,591134.0
declaration 80249,698.6204596163013,1,1,0,0,0,2,1,2439912.0
declaration 82658,1539.298247344054,1,1,0,0,0,2,1,1205799.0
declaration 85187,431.5273545781119,1,1,0,0,0,2,1,1134842.0
declaration 82668,471.35471848171267,1,1,0,0,0,2,1,591119.0
declaration 84843,1112.2464671980579,1,1,0,0,0,2,1,2353607.0
declaration 80029,95.97399877126483,1,1,0,0,0,2,1,869349.0
declaration 82678,760.2267336286734,1,0,1,0,0,2,1,534707.0
declaration 82069,79.95055213534307,1,0,0,0,0,1,1,617453.0
declaration 82589,52.505450443645024,1,1,0,0,0,2,1,625555.0
declaration 80265,87.45804460541888,1,1,0,0,0,2,1,369363.0
declaration 80275,873.0867066057792,1,0,1,0,0,2,1,455485.0
declaration 80045,945.8428713004431,1,0,0,0,0,1,1,276869.0
declaration 82795,2299.5118285494796,1,0,0,0,0,1,1,1217174.0
declaration 82806,566.3996607371204,1,0,0,0,0,1,1,2009779.0
declaration 80059,1073.9212052065282,1,1,0,0,0,2,1,6325284.0
declaration 80071,71.59517188074172,1,0,0,0,0,1,1,609392.0
declaration 82764,0.0,1,1,0,0,0,2,0,0.0
declaration 82762,3919.1872184833323,1,1,0,0,0,2,1,890847.0
declaration 144542,1295.0863397481753,1,0,1,0,0,2,1,1046212.0
declaration 83747,900.1660174271591,1,1,0,0,0,2,1,4778913.0
declaration 82814,605.2120828142414,1,1,0,0,0,2,1,2095894.0
declaration 85938,9.720497967705086,1,1,0,0,0,2,1,889349.0
declaration 86376,96.31580726057143,1,0,0,0,0,1,1,110405.0
declaration 144398,0.0,1,0,0,0,0,1,0,0.0
declaration 144550,617.581304601349,1,0,0,0,0,1,1,1217866.0
declaration 84340,1172.3092337082608,1,0,0,0,0,1,1,1127661.0
declaration 80284,333.0852353679281,1,1,0,0,0,2,1,286947.0
declaration 79555,792.6730361790701,1,1,0,0,0,2,1,693928.0
declaration 82824,787.6450135508593,1,0,0,0,0,1,1,961593.0
declaration 80532,782.2738665422471,1,0,0,0,1,2,1,258171.0
declaration 144415,556.3777923427323,1,1,0,0,0,2,1,597649.0
declaration 82687,546.2438523476385,1,0,0,0,0,1,1,1733561.0
declaration 82942,434.228776539149,1,1,0,0,0,2,1,1389526.0
declaration 82832,987.9947185094696,1,1,0,0,0,2,1,2071759.0
declaration 80626,1232.1133262685282,1,1,0,0,0,2,1,621086.0
declaration 86386,2112.9135378430537,1,0,1,0,0,2,1,938025.0
declaration 82598,3333.716111570846,1,0,1,0,0,2,1,702659.0
declaration 82600,66.038396927669,1,0,1,0,0,2,1,1219824.0
declaration 144554,2357.060547831012,1,0,0,0,0,1,1,943711.0
declaration 85568,1199.2497917303258,1,0,0,0,0,1,1,635207.0
declaration 79068,725.7241638819587,1,0,0,0,0,1,1,341625.0
declaration 144992,929.5450047784274,1,0,0,0,0,1,1,1834412.0
declaration 144561,1993.9196017581367,1,1,0,0,0,2,1,621257.0
declaration 82952,440.4355887818446,1,1,0,0,0,2,1,1490121.0
declaration 85197,78.48222956213878,1,0,0,0,0,1,1,1728876.0
declaration 82696,324.9033454586349,1,1,0,0,0,2,1,914292.0
declaration 84867,933.6303030420542,1,1,0,0,0,2,1,915479.0
declaration 144996,706.2670768583146,1,1,0,0,0,2,1,861537.0
declaration 82172,728.145083553022,1,0,0,0,0,1,1,1016521.0
declaration 84881,2631.099094731078,1,0,1,0,0,2,1,3292769.0
declaration 144147,1060.2831506720188,1,0,0,0,0,1,1,1150697.0
declaration 82777,1030.1312599783425,1,0,0,0,0,1,1,343178.0
declaration 85205,688.3873219566312,1,1,0,0,0,2,1,1583099.0
declaration 82190,831.8339798492535,1,1,0,0,0,2,1,546091.0
declaration 83912,1881.1080516896234,1,1,0,0,0,2,1,2089038.0
declaration 85219,1175.7206557439176,1,1,0,0,0,2,1,288217.0
declaration 85981,1854.1585454287997,1,1,0,0,0,2,1,886298.0
declaration 80294,533.0365849065919,1,0,0,0,0,1,1,714788.0
declaration 84639,801.3161361959073,1,0,0,0,0,1,1,351444.0
declaration 83934,559.8975075266858,1,1,0,0,0,2,1,635030.0
declaration 80081,1854.77067622343,1,0,1,0,0,2,1,1882969.0
declaration 84961,648.0792386385182,1,1,0,0,0,2,1,498452.0
declaration 82785,319.13321879517986,1,1,0,0,0,2,1,415841.0
declaration 84449,185.73873486645053,1,0,0,0,0,1,1,407079.0
declaration 81492,0.0,1,1,0,0,0,2,0,11392.0
declaration 85229,611.0348665509987,1,1,0,0,0,2,1,878919.0
declaration 83944,1198.3243043437149,1,0,0,0,0,1,1,460708.0
declaration 82203,3030.520443910739,1,0,1,0,0,2,1,531884.0
declaration 85998,866.0372727552525,1,1,0,0,0,2,1,623477.0
declaration 144589,3784.5941722780162,1,0,1,0,0,2,1,4160493.0
declaration 81541,893.4755691805486,1,0,0,0,0,1,1,700832.0
declaration 144423,142.21504957085565,1,0,0,0,0,1,1,1121246.0
declaration 84990,1363.9702975437995,1,0,0,0,0,1,1,523111.0
declaration 83459,404.21070715706986,1,1,0,0,0,2,1,436003.0
declaration 80784,1081.4703238562063,1,0,1,0,0,2,1,408858.0
declaration 85268,13.91956312681283,1,0,0,0,0,1,1,783430.0
declaration 82213,176.77845171052294,1,0,0,0,0,1,1,277319.0
declaration 80800,255.11636103687678,1,1,0,0,0,2,1,510789.0
declaration 82861,31.319742535546567,1,0,0,0,0,1,1,2083192.0
declaration 78491,262.90410665670163,1,1,0,0,0,2,1,186600.0
declaration 80337,399.29781114186756,1,0,0,0,0,1,1,612969.0
declaration 85276,284.84290420381024,1,1,0,0,0,2,1,517809.0
declaration 84931,362.36657814650437,1,0,0,0,0,1,1,1231191.0
declaration 84929,546.0318300837737,1,0,0,0,0,1,1,1228446.0
declaration 78503,435.47583918742225,1,1,0,0,0,2,0,0.0
declaration 78501,523.3600447022685,1,1,0,0,0,2,1,534197.0
declaration 82738,190.53451343846478,1,0,0,0,0,1,1,527836.0
declaration 82737,0.0,1,0,0,0,0,1,0,0.0
declaration 82102,51.6151239140231,1,0,0,0,0,1,1,625726.0
declaration 143816,2835.982268060452,1,0,1,0,0,2,1,790825.0
declaration 83149,1704.8976445965852,1,0,0,0,0,1,1,965310.0
declaration 85617,117.66028247067631,1,0,0,0,0,1,1,282632.0
declaration 79565,941.9453734613238,1,1,0,0,0,2,1,632613.0
declaration 84898,132.60993853538866,1,1,0,0,0,2,1,4081070.0
declaration 82314,0.0,1,1,0,0,0,2,0,0.0
declaration 82312,0.0,1,1,0,0,0,2,1,374306.0
declaration 86482,289.62031209297794,1,1,0,0,0,2,1,1220542.0
declaration 78517,415.79731398902703,1,1,0,0,0,2,1,538654.0
declaration 143738,470.5819425531113,1,1,0,0,0,2,1,619584.0
declaration 82869,1266.6611433119597,1,0,0,0,0,1,1,1478931.0
declaration 85592,1088.7892146060594,1,0,0,0,0,1,1,5364131.0
declaration 86497,105.51817552923139,1,1,0,0,0,2,1,2950454.0
declaration 81148,1036.92067297965,1,0,0,0,0,1,1,537676.0
declaration 86516,1226.0618059832757,1,0,0,0,0,1,1,606049.0
declaration 80658,1536.2797500863574,1,0,1,0,0,2,1,2443189.0
declaration 79394,327.80721940137533,1,0,0,0,0,1,1,2432051.0
declaration 79606,1814.6959633800318,1,0,1,0,0,2,1,1644406.0
declaration 82706,1074.7798635898955,1,1,0,0,0,2,1,1228085.0
declaration 80496,996.1299029220138,1,1,0,0,0,2,1,1137432.0
declaration 85805,221.00923796274336,1,1,0,0,0,2,1,631077.0
declaration 86067,833.2863749162485,1,1,0,0,0,2,1,1388637.0
declaration 84921,285.9502367406663,1,0,0,0,0,1,1,1264689.0
declaration 86059,517.8239244128972,1,0,0,0,0,1,1,1590654.0
declaration 82395,2943.3046784455582,1,0,1,0,0,2,1,1143437.0
declaration 82221,1841.1626569601326,1,0,0,0,0,1,1,889896.0
declaration 81974,986.4681208671244,1,0,0,0,0,1,1,695769.0
declaration 85606,761.2325412113012,1,1,0,0,0,2,1,528223.0
declaration 83000,113.63854203728515,1,1,0,0,0,2,1,456298.0
declaration 83224,79.28627894599389,1,0,0,0,0,1,1,358232.0
declaration 86282,86.3292711351108,1,0,0,0,0,1,1,406917.0
declaration 83157,2401.552761456319,1,0,1,0,0,2,1,1049376.0
declaration 86527,109.95117593137121,1,0,0,0,0,1,1,869614.0
declaration 80674,281.5054868435763,1,0,0,0,0,1,1,294365.0
declaration 86025,354.8934637121762,1,1,0,0,0,2,1,627098.0
declaration 86024,0.0,1,1,0,0,0,2,0,168593.0
declaration 86027,0.0,1,1,0,0,0,2,0,0.0
declaration 83846,267.92472038452115,1,0,0,0,0,1,1,376093.0
declaration 83092,457.66398811569104,1,0,0,0,0,1,1,1150405.0
declaration 86395,31.97338216579781,1,1,0,0,0,2,1,3996466.0
declaration 82404,330.6881826820423,1,0,0,0,0,1,1,3013220.0
declaration 80091,2103.9710008350316,1,1,0,0,0,2,1,529530.0
declaration 83101,1073.8257579128845,1,1,0,0,0,2,1,1147043.0
declaration 78326,1590.4400696972552,1,1,0,0,0,2,1,692381.0
declaration 79407,372.96752258391024,1,1,0,0,0,2,1,279131.0
declaration 21945,1784.3839674734936,1,0,0,0,1,2,1,1136452.0
declaration 82992,276.6771011268055,1,0,0,0,0,1,1,515727.0
declaration 43745,760.5284836752098,1,0,0,0,1,2,1,289120.0
declaration 78529,579.9986077002904,1,0,0,0,0,1,1,608285.0
declaration 83112,1329.1134315441311,1,1,0,0,0,2,1,613480.0
declaration 82233,218.94505983870755,1,1,0,0,0,2,1,1130508.0
declaration 82415,335.9782366838524,1,1,0,0,0,2,1,1195718.0
declaration 82249,805.9946547232785,1,0,0,0,0,1,1,707549.0
declaration 81987,1889.4422674530697,1,0,1,0,0,2,1,446659.0
declaration 143840,379.495046979131,1,1,0,0,0,2,1,458296.0
declaration 144447,140.64619065673935,1,1,0,0,0,2,1,458009.0
declaration 83023,956.9666314762252,1,0,1,0,1,3,1,425520.0
declaration 83033,512.3940503464676,1,0,0,0,0,1,1,282618.0
declaration 83041,287.39497367208145,1,1,0,0,0,2,1,1752775.0
declaration 85296,162.44483893791403,1,1,0,0,0,2,1,790603.0
declaration 80815,294.68558711205986,1,0,0,0,0,1,1,501705.0
declaration 86051,300.94406335938277,1,0,0,0,0,1,1,604370.0
declaration 85306,1061.042673080227,1,0,0,0,0,1,1,275399.0
declaration 83129,1728.8520878347408,1,0,1,0,0,2,1,1211824.0
declaration 83236,456.4312143421634,1,0,1,0,0,2,1,613967.0
declaration 81160,341.22133779981027,1,0,1,0,1,3,1,192999.0
declaration 86077,1669.032644297536,1,0,1,0,1,3,1,1043680.0
declaration 144079,65.80859356856563,1,0,0,0,0,1,1,2932046.0
declaration 144086,622.43961416935,1,0,0,0,0,1,1,2929015.0
declaration 85814,0.0,1,0,0,0,0,1,0,0.0
declaration 1116,2218.554094082189,1,0,0,0,1,2,1,1723111.0
declaration 86088,744.912631230124,1,1,0,0,0,2,1,1559819.0
declaration 82974,314.9237305644854,1,0,0,0,0,1,1,548268.0
declaration 78538,67.93161368644387,1,1,0,0,0,2,1,3035688.0
declaration 80154,248.32964868835893,1,0,0,0,0,1,1,624652.0
declaration 82982,23.266974478722492,1,1,0,0,1,3,1,287456.0
declaration 81172,380.15199694921535,1,0,0,0,0,1,1,606733.0
declaration 144431,1187.7710286375234,1,0,0,0,0,1,1,1995661.0
declaration 84651,1190.2220838704445,1,0,1,0,0,2,1,448235.0
declaration 83337,1153.0133041833822,1,0,1,0,0,2,1,802555.0
declaration 83351,2702.30065601454,1,0,1,0,0,2,1,539901.0
declaration 83264,3629.5107299475867,1,0,1,0,0,2,1,1488232.0
declaration 85821,698.7908387458714,1,0,1,0,0,2,1,547485.0
declaration 85625,766.4157586245042,1,0,1,0,0,2,1,545997.0
declaration 80345,453.1083801697716,1,0,0,0,0,1,1,886937.0
declaration 82330,1662.9151188914925,1,0,1,0,0,2,1,456958.0
declaration 85314,172.62373974806985,1,0,0,0,0,1,1,4848914.0
declaration 83280,1008.3284511055406,1,0,1,0,0,2,1,517887.0
declaration 143906,1321.3127603894409,1,0,0,0,0,1,1,1725875.0
declaration 82339,88.08600800940128,1,0,0,0,0,1,1,442775.0
declaration 81215,907.3285136818225,1,1,0,0,0,2,1,805361.0
declaration 78548,796.8191992317388,1,0,0,0,0,1,1,632269.0
declaration 83289,6573.989014255392,1,0,1,0,0,2,1,324380.0
declaration 83167,6191.843981379004,1,0,1,0,0,2,1,331542.0
declaration 83299,218.81357361548072,1,0,1,0,1,3,1,269252.0
declaration 83301,828.0914690711176,1,0,1,0,1,3,1,426341.0
declaration 86440,681.667348381059,1,0,0,0,1,2,1,883149.0
declaration 83371,782.7603964458416,1,0,0,0,1,2,1,873760.0
declaration 80689,320.1621947503619,1,1,0,0,0,2,1,891253.0
declaration 84664,171.6121268625233,1,0,0,0,0,1,1,613374.0
declaration 80353,206.33396654263794,1,0,0,0,0,1,1,688372.0
declaration 78558,272.9190070536926,1,1,0,0,0,2,1,3045024.0
declaration 83382,877.107463150844,1,0,0,0,0,1,1,1749959.0
declaration 81394,723.9891014057424,1,1,1,0,0,3,1,633518.0
declaration 83177,857.7886849523476,1,0,0,0,0,1,1,1761673.0
declaration 83574,2493.637020191313,1,0,1,0,0,2,1,1045576.0
declaration 81182,2083.8002830515097,1,0,0,0,0,1,1,1494775.0
declaration 78762,1416.8211926072906,1,1,0,0,0,2,1,807762.0
declaration 81413,1572.3222395561465,1,0,1,0,0,2,1,620076.0
declaration 79616,1372.7697845621615,1,0,1,0,0,2,1,614746.0
declaration 84676,296.4667140368987,1,0,1,0,0,2,1,624564.0
declaration 83585,77.85407829479615,1,1,0,0,0,2,1,1740931.0
declaration 83548,1138.884897047353,1,0,0,0,0,1,1,448044.0
declaration 85634,386.7729831228277,1,0,0,0,0,1,1,1734668.0
declaration 85834,594.0266653585564,1,1,0,0,0,2,1,282893.0
declaration 81190,524.4335832244997,1,1,0,0,0,2,1,860122.0
declaration 83598,376.97494456630494,1,0,0,0,0,1,1,624759.0
declaration 83185,848.6586278818647,1,0,0,0,0,1,1,442208.0
declaration 86449,911.2173758492455,1,1,0,0,0,2,1,884096.0
declaration 86448,914.0783409225555,1,1,0,0,0,2,0,0.0
declaration 80162,734.5200558959056,1,0,0,0,0,1,1,1124811.0
declaration 83556,2341.2145478782736,1,1,0,0,0,2,1,884271.0
declaration 79625,272.1463232529263,1,0,0,0,1,2,1,460387.0
declaration 84971,568.0443040713494,1,0,0,0,0,1,1,2505434.0
declaration 83611,119.74275684902435,1,0,0,0,0,1,1,196524.0
declaration 81201,962.0712856371848,1,1,0,0,1,3,1,7277823.0
declaration 82349,92.01736268368035,1,0,0,0,0,1,1,519065.0
declaration 78896,947.4800225296246,1,0,0,0,0,1,1,975279.0
declaration 78372,971.9233656329129,1,0,0,0,0,1,1,1388632.0
declaration 78904,496.2302858778363,1,1,0,0,0,2,1,803943.0
declaration 85327,0.0,1,0,0,0,0,1,0,0.0
declaration 85325,1306.106817311003,1,0,0,0,0,1,1,198751.0
declaration 80867,759.894760146034,1,0,0,0,0,1,1,612287.0
declaration 80869,207.35896949076465,1,0,0,0,0,1,1,884179.0
declaration 86150,1641.545748762321,1,1,0,0,0,2,1,1835915.0
declaration 86162,1924.8388548875307,1,1,0,0,0,2,1,1491705.0
declaration 86160,30.182790311850088,1,1,0,0,0,2,1,1488517.0
declaration 83197,1817.7331199608511,1,1,0,0,0,2,1,955532.0
declaration 85848,902.4766684545773,1,0,1,0,0,2,1,495683.0
declaration 83767,199.60184183628485,1,1,0,0,0,2,1,1749589.0
declaration 83769,962.6188116927212,1,1,0,0,0,2,1,1412159.0
declaration 85864,171.52731799659202,1,1,0,0,0,2,1,725036.0
declaration 79634,1023.613553307386,1,0,0,0,0,1,1,938730.0
declaration 80879,229.62004082782892,1,1,0,0,0,2,1,292403.0
declaration 83784,1267.3108482908563,1,0,1,0,0,2,1,608786.0
declaration 78917,767.7095373668608,1,1,0,0,0,2,1,614930.0
declaration 80369,72.7992326563527,1,0,0,0,0,1,1,698720.0
declaration 83800,0.0,1,1,0,0,0,2,0,94583.0
declaration 83795,152.4668068362947,1,1,0,0,0,2,1,352048.0
declaration 83801,85.85509511169992,1,1,0,0,0,2,1,628352.0
declaration 83798,518.0910911912927,1,1,0,0,0,2,1,626009.0
declaration 83797,0.0,1,1,0,0,0,2,0,77040.0
declaration 79422,1123.8756810468112,1,0,0,0,0,1,1,1322844.0
declaration 79642,845.0468940188755,1,0,1,0,0,2,1,632264.0
declaration 85343,642.0399701301152,1,0,1,0,0,2,1,714386.0
declaration 83626,477.5643029506174,1,0,0,0,0,1,1,610772.0
declaration 83637,399.01008822270745,1,0,0,0,0,1,1,332182.0
declaration 79430,980.4552702584709,1,0,0,0,0,1,1,361470.0
declaration 86290,1294.0437484972865,1,0,0,0,0,1,1,522647.0
declaration 85876,321.7513798146267,1,0,0,0,0,1,1,531652.0
declaration 86113,2375.9804682138774,1,0,1,0,0,2,1,1301798.0
declaration 84803,401.41169744840965,1,0,0,0,0,1,1,1496300.0
declaration 86464,1479.749264490361,1,0,1,0,1,3,1,1391603.0
declaration 83859,525.1979992858656,1,0,0,0,0,1,1,694400.0
declaration 32016,1760.133606668985,1,0,0,0,1,2,1,1410226.0
declaration 84038,335.98070690294173,1,0,0,0,0,1,1,530237.0
declaration 79651,4508.546496774676,1,0,0,0,0,1,1,540380.0
declaration 83824,200.8500144657888,1,0,0,0,0,1,1,1140627.0
declaration 82361,265.7605691270245,1,1,0,0,0,2,1,959280.0
declaration 83469,1623.0358208755124,1,0,1,0,0,2,1,1145895.0
declaration 82379,3855.177016039288,1,1,0,0,0,2,1,891060.0
declaration 81565,342.0061850328811,1,0,0,0,0,1,1,632435.0
declaration 83867,1282.0530778644447,1,0,0,0,0,1,1,532815.0
declaration 82082,326.74527859905,1,1,0,0,0,2,1,886922.0
declaration 85118,1035.8790278980614,1,1,0,0,1,3,1,19892734.0
declaration 83832,183.07044455305362,1,1,0,0,0,2,1,799798.0
declaration 83411,115.47708788180257,1,0,0,0,0,1,1,277261.0
declaration 85661,883.8582183866741,1,1,0,0,0,2,1,2693819.0
declaration 84814,949.5790239748442,1,1,0,0,0,2,1,3205407.0
declaration 83515,1217.463859455558,1,1,0,0,0,2,1,1395848.0
declaration 84085,1582.498390027246,1,1,0,0,0,2,1,195372.0
declaration 84998,330.1587157547797,1,0,0,0,0,1,1,325832.0
declaration 80206,2576.010155623653,1,0,1,0,0,2,1,552020.0
declaration 84067,1198.8330303511502,1,0,0,0,0,1,1,187408.0
declaration 78942,3903.7092372255815,1,0,1,0,0,2,1,535872.0
declaration 85413,1080.9358493840143,1,1,0,0,0,2,1,878689.0
declaration 79076,1003.0674128837171,1,1,0,0,0,2,1,364150.0
declaration 85006,121.1974931554417,1,0,0,0,1,2,1,429942.0
declaration 83991,1848.6730743302896,1,0,1,0,1,3,1,883075.0
declaration 79438,2175.728344413319,1,0,1,0,0,2,1,1496186.0
declaration 78952,3932.241833740743,1,0,1,0,0,2,1,531289.0
declaration 84005,98.90341155584431,1,0,0,0,0,1,1,272327.0
declaration 84013,47.99724384327739,1,0,0,0,0,1,1,273007.0
declaration 86535,128.6510307600325,1,0,0,0,0,1,1,717621.0
declaration 85131,217.604029171255,1,0,0,0,0,1,1,359179.0
declaration 83481,579.9871734667463,1,1,0,0,0,2,1,1382277.0
declaration 84025,192.37042330424097,1,0,1,0,0,2,1,288806.0
declaration 83497,843.8214529458565,1,0,0,0,0,1,1,892554.0
declaration 79668,123.09688646288338,1,1,0,0,0,2,1,1502520.0
declaration 83507,1486.9513268613637,1,0,0,0,0,1,1,281843.0
declaration 24456,1170.3776446670975,1,0,0,0,1,2,1,1303078.0
declaration 84982,1012.3055065127595,1,0,0,0,0,1,1,530071.0
declaration 78962,3025.2808240611203,1,0,1,0,0,2,1,526583.0
declaration 85042,220.36562942180836,1,1,0,0,0,2,1,606212.0
declaration 83428,1568.55015877122,1,0,1,0,0,2,1,1121778.0
declaration 80382,3006.2526083630883,1,0,1,0,0,2,1,706022.0
declaration 79685,28.413257277188052,1,1,0,0,0,2,1,890904.0
declaration 83957,79.55712037612655,1,1,0,0,0,2,1,544816.0
declaration 79696,201.60233922337062,1,0,0,0,0,1,1,458979.0
declaration 79704,328.63222126817504,1,1,0,0,0,2,1,858769.0
declaration 83967,3688.1311903217593,1,0,1,0,0,2,1,456469.0
declaration 85426,1316.6741992713653,1,1,0,0,0,2,1,538727.0
declaration 81573,426.09557794945385,1,0,0,0,0,1,1,2854825.0
declaration 85052,427.11507854163034,1,1,0,0,0,2,1,1314042.0
declaration 80907,707.9097796238435,1,0,0,0,0,1,1,870015.0
declaration 81055,1102.8749354971303,1,1,0,0,0,2,1,281208.0
declaration 81582,193.08212468195293,1,1,0,0,0,2,1,877104.0
declaration 84048,347.7055890851237,1,0,0,0,1,2,1,364042.0
declaration 80394,1242.8416713301592,1,1,0,0,0,2,1,1311889.0
declaration 81065,1671.4969875349402,1,1,0,0,0,2,1,286270.0
declaration 78380,44.14990732292569,1,1,0,0,0,2,1,975284.0
declaration 85719,804.194241907707,1,1,0,0,0,2,1,438376.0
declaration 79741,284.0759045250295,1,0,0,0,0,1,1,1021495.0
declaration 79739,210.568392842003,1,0,0,0,0,1,1,1014712.0
declaration 79778,506.1232471232292,1,1,0,0,0,2,1,971855.0
declaration 83977,248.32185947271142,1,1,0,0,0,2,1,723516.0
declaration 79788,169.85789165589802,1,0,0,0,0,1,1,585373.0
declaration 84059,2.7750066620442526,1,0,0,0,0,1,1,779714.0
declaration 79796,385.53833733500784,1,1,0,0,0,2,1,625025.0
declaration 84246,879.9348871761222,1,1,0,0,0,2,1,885475.0
declaration 79806,2693.691409784677,1,0,1,0,0,2,1,366778.0
declaration 85139,95.96804882921309,1,0,0,0,0,1,1,368265.0
declaration 86130,339.58736685530965,1,0,0,0,0,1,1,718282.0
declaration 85899,496.315917548452,1,0,0,0,0,1,1,339501.0
declaration 84256,123.21745247530924,1,1,0,0,0,2,1,7882154.0
declaration 85015,2632.5714501282414,1,0,1,0,0,2,1,1483064.0
declaration 79088,24.41674320980954,1,1,0,0,0,2,1,530305.0
declaration 81088,1101.435437599794,1,0,0,0,0,1,1,441332.0
declaration 85024,140.7119326443279,1,0,0,0,0,1,1,375476.0
declaration 84271,156.9864025264008,1,1,0,0,0,2,1,534551.0
declaration 84168,0.0,1,1,0,0,0,2,0,1682.0
declaration 84166,143.10725203642053,1,1,0,0,0,2,1,621387.0
declaration 86140,325.11837148630804,1,1,0,0,0,2,1,546433.0
declaration 84180,246.420424911696,1,1,0,0,0,2,1,2075506.0
declaration 84284,290.75896153998366,1,0,0,0,0,1,1,285783.0
declaration 81096,1592.3807975130944,1,0,0,0,0,1,1,698167.0
declaration 85436,392.6811876035773,1,1,0,0,0,2,1,786964.0
declaration 78391,446.8293011132031,1,1,0,0,0,2,1,259124.0
declaration 81112,940.5927402112529,1,1,0,0,0,2,1,1204935.0
declaration 83898,1487.0868641489908,1,0,1,0,0,2,1,963684.0
declaration 37765,231.83219436968105,1,0,0,1,1,3,1,1301103.0
declaration 79452,1500.8170933309168,1,0,1,0,0,2,1,1482265.0
declaration 78403,935.3105276013976,1,1,0,0,0,2,1,447992.0
declaration 143995,1179.9826722868122,1,1,0,0,0,2,1,1843131.0
declaration 86178,4948.2672814146,1,0,1,0,0,2,1,1308950.0
declaration 81311,1925.7430656739725,1,0,1,0,0,2,1,326049.0
declaration 86300,488.64716026487025,1,0,0,0,0,1,1,540335.0
declaration 81320,94.89492054510943,1,1,0,0,0,2,1,877900.0
declaration 84201,254.69786203748257,1,1,0,0,0,2,1,1137685.0
declaration 86203,1483.5511733376647,1,0,0,0,0,1,1,201684.0
declaration 79101,588.6871514830499,1,1,0,0,0,2,1,602294.0
declaration 79751,531.6490578580014,1,0,0,0,0,1,1,1479032.0
declaration 83440,818.8759233486377,1,1,0,0,0,2,1,282746.0
declaration 20016,206.26793541666018,1,0,0,1,1,3,1,1216850.0
declaration 86191,115.28762486442142,1,0,0,0,0,1,1,1463689.0
declaration 81038,459.24898886842436,1,0,0,0,0,1,1,1134314.0
declaration 79145,720.5929454183421,1,1,0,0,0,2,1,1063856.0
declaration 80479,1506.0331505155489,1,0,0,0,0,1,1,289266.0
declaration 85032,2574.821670469157,1,1,0,0,0,2,1,602707.0
declaration 84220,1735.8938858125255,1,0,0,0,0,1,1,7019155.0
declaration 84228,954.7062309207195,1,0,0,0,0,1,0,0.0
declaration 80488,65.72168297420882,1,0,0,0,0,1,1,892291.0
declaration 81046,200.03107047698415,1,1,0,0,0,2,1,960266.0
declaration 20033,337.0100729422971,1,0,0,1,1,3,1,2082231.0
declaration 18618,339.3891840361004,1,0,0,1,1,3,1,1737051.0
declaration 84236,711.4262909180453,1,1,0,0,0,2,1,562112.0
declaration 86229,95.65342124527368,1,1,0,0,0,2,1,283622.0
declaration 81235,68.55144281806002,1,0,0,0,0,1,1,620331.0
declaration 81233,17.344340953966995,1,0,0,0,0,1,1,620106.0
declaration 81229,3.3036839912318086,1,0,0,0,0,1,1,619852.0
declaration 81231,17.344340953966995,1,0,0,0,0,1,1,619973.0
declaration 81227,84.24394177641112,1,0,0,0,0,1,1,550480.0
declaration 79761,484.3960848801798,1,0,0,0,0,1,1,198364.0
declaration 81596,604.2993969605989,1,0,0,0,0,1,1,527417.0
declaration 143708,1285.3028735366688,1,0,1,0,0,2,1,621722.0
declaration 81252,869.2870909826075,1,0,0,0,0,1,1,745253.0
declaration 81425,1469.5972036611743,1,0,1,0,0,2,1,744486.0
declaration 79156,201.46088906600647,1,1,0,0,0,2,1,281683.0
declaration 80975,244.86741741449768,1,1,0,0,0,2,1,280803.0
declaration 79816,596.4647551193935,1,1,0,0,0,2,1,549266.0
declaration 85458,663.2223676145081,1,1,0,0,0,2,1,1219372.0
declaration 81263,1094.0604380493037,1,1,0,0,0,2,1,271347.0
declaration 80990,264.4707147296089,1,0,0,0,0,1,1,547194.0
declaration 81276,176.88355431596764,1,1,0,0,0,2,1,1408170.0
declaration 81437,101.75189165926322,1,0,1,0,0,2,1,283007.0
declaration 81329,1074.6085840157693,1,1,0,0,0,2,1,5005879.0
declaration 144602,1903.901590429198,1,0,1,0,0,2,1,527163.0
declaration 84824,71.59084327464817,1,0,0,0,0,1,1,528597.0
declaration 81449,753.3984811744739,1,0,0,0,0,1,1,1277681.0
declaration 86310,1196.2864657006648,1,1,0,0,0,2,1,871467.0
declaration 81465,28.81354319133563,1,1,0,0,0,2,1,550727.0
declaration 86323,683.6571599682868,1,0,0,0,0,1,1,281721.0
declaration 86407,459.60508740233104,1,1,0,0,0,2,1,548436.0
declaration 83890,627.129580830214,1,0,0,0,0,1,1,1118850.0
declaration 81478,707.0918461524213,1,0,0,0,0,1,1,442419.0
declaration 143721,1236.3855424791361,1,0,1,0,0,2,1,1840086.0
declaration 81010,816.2685015760825,1,1,0,0,0,2,1,368153.0
declaration 143729,211.56745682382845,1,0,0,0,0,1,1,626973.0
declaration 81286,636.9243753477139,1,1,0,0,0,2,1,886430.0
declaration 144129,225.46816571619124,1,1,0,0,0,2,1,3294187.0
declaration 85448,684.8550600238494,1,0,0,0,0,1,1,541351.0
declaration 84122,1828.3342131743123,1,0,0,0,0,1,1,675395.0
