,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 26435,809.1352152221442,1,0,0,0,1,2,1,347616.0
declaration 26447,0.0,1,0,0,0,1,2,0,3643.0
declaration 26445,55.51316613614324,1,0,0,0,1,2,1,872432.0
declaration 21391,417.7988880285644,1,0,0,0,1,2,1,532090.0
declaration 17311,53.09955021718049,1,0,0,0,1,2,1,871674.0
declaration 21401,371.2170392396948,1,0,0,1,1,3,1,528515.0
declaration 21689,24.343909033198848,1,0,0,0,1,2,1,873559.0
declaration 21691,26.77829993651873,1,0,0,0,1,2,1,874544.0
declaration 21709,87.59233571681423,1,0,0,0,1,2,1,2881469.0
declaration 47063,191.299443074807,1,0,0,0,1,2,1,1049431.0
declaration 17327,1323.1711070082354,1,0,0,0,1,2,1,780481.0
declaration 17343,273.97198180465676,1,0,0,1,1,3,1,355474.0
declaration 17355,87.2924164675106,1,0,0,1,1,3,1,873652.0
declaration 17367,176.10239180711733,1,0,0,0,1,2,1,452175.0
declaration 52020,217.95511673672829,1,0,0,0,1,2,1,1133419.0
declaration 38314,508.969286101188,1,0,0,0,1,2,1,448543.0
declaration 40129,3144.121852074311,1,0,1,1,1,4,1,1230868.0
declaration 40142,360.5103271229031,1,0,0,0,1,2,1,622780.0
declaration 54284,2083.9232122843828,1,0,0,0,1,2,1,8203814.0
declaration 21898,484.70196168110016,1,0,0,0,1,2,1,1068656.0
declaration 37665,951.3347601366518,1,0,0,1,1,3,1,1142926.0
declaration 37663,617.0820065751254,1,0,0,1,1,3,1,2347802.0
declaration 17378,1441.2344000920505,1,0,0,0,1,2,1,1645750.0
declaration 27520,984.5202595079588,1,0,0,0,1,2,1,1384479.0
declaration 21732,35.122356948307385,1,0,0,0,1,2,1,610680.0
declaration 17414,11.516503874498985,1,0,0,0,1,2,1,690644.0
declaration 52803,1211.9082222208253,1,0,0,1,1,3,1,3223911.0
declaration 17392,2943.209371563753,1,0,0,0,1,2,1,1923763.0
declaration 17402,673.9987155025352,1,0,0,1,1,3,1,281968.0
declaration 17424,134.35921186915482,1,0,0,0,1,2,1,689593.0
declaration 40152,2090.4213569877566,1,0,0,0,1,2,1,509772.0
declaration 38693,79.61716857823151,1,0,0,0,1,2,1,596896.0
declaration 40162,1536.737730017929,1,0,0,0,1,2,1,4164429.0
declaration 40178,57.56562611146442,1,0,0,0,1,2,1,501853.0
declaration 17439,509.06827882664123,1,0,0,0,1,2,1,1322900.0
declaration 38341,738.1089708375339,1,0,0,0,1,2,1,958611.0
declaration 40188,954.0568033029742,1,0,0,1,1,3,1,629390.0
declaration 40203,695.414432328304,1,0,0,0,1,2,1,282277.0
declaration 40219,58.61453591945122,1,0,0,0,1,2,1,540533.0
declaration 17456,3.6181812295957543,1,0,0,0,1,2,1,522201.0
declaration 17466,310.6099364020463,1,0,0,0,1,2,1,339482.0
declaration 40229,45.955988388188175,1,0,0,0,1,2,1,880284.0
declaration 17480,200.8926262876405,1,0,0,0,1,2,1,3040040.0
declaration 52031,433.4182409434892,1,0,0,1,1,3,1,535869.0
declaration 38351,304.99165241131834,1,0,0,1,1,3,1,540965.0
declaration 17493,534.1943716823748,1,0,0,0,1,2,1,365187.0
declaration 38703,65.35095816132801,1,0,0,0,1,2,1,289452.0
declaration 38714,68.15226602147798,1,0,0,0,1,2,1,261665.0
declaration 38366,263.899926258972,1,0,0,0,1,2,1,291897.0
declaration 38376,734.1626805962495,1,0,0,0,1,2,1,935365.0
declaration 52045,157.04274036930778,1,0,0,1,1,3,1,1907777.0
declaration 38724,162.41947877822489,1,0,0,0,1,2,1,282587.0
declaration 52065,250.66467517018893,1,0,0,0,1,2,1,713080.0
declaration 38740,160.2541374748917,1,0,0,0,1,2,1,1826360.0
declaration 38386,1013.6587530282859,1,0,0,0,1,2,1,1737047.0
declaration 38402,2470.5358453681147,1,0,1,1,1,4,1,1058995.0
declaration 40244,624.7278846315492,1,0,0,1,1,3,1,1836588.0
declaration 38764,178.2544166377623,1,0,0,1,1,3,1,1832064.0
declaration 38784,461.67089938923056,1,0,0,0,1,2,1,526934.0
declaration 17506,47.295039342678514,1,0,0,0,1,2,1,535089.0
declaration 17519,794.7266709003255,1,0,0,1,1,3,1,2159186.0
declaration 17534,1131.0685688333197,1,0,0,1,1,3,1,1016240.0
declaration 17551,1255.2314117097444,1,0,0,0,1,2,1,1125918.0
declaration 17912,239.39973072962516,1,0,0,0,1,2,1,373216.0
declaration 25216,217.2849562429126,1,0,0,0,1,2,1,274680.0
declaration 38794,118.00944285580321,1,0,0,1,1,3,1,1103492.0
declaration 38806,126.96723220322242,1,0,0,1,1,3,1,1231258.0
declaration 36792,421.03083770732565,1,0,0,1,1,3,1,1235296.0
declaration 47073,899.759608237434,1,0,0,1,1,3,1,3121195.0
declaration 36804,280.6745244879144,1,0,0,0,1,2,1,631761.0
declaration 21756,1605.391927021054,1,0,0,1,1,3,1,1135932.0
declaration 68830,178.9616589190276,1,0,0,1,1,3,1,1145764.0
declaration 38415,152.2919052124,1,0,0,1,1,3,1,952556.0
declaration 52077,315.6557674845764,1,0,0,1,1,3,1,1397791.0
declaration 21795,523.7862725471465,1,0,0,1,1,3,1,2780728.0
declaration 38431,66.77112264522518,1,0,0,1,1,3,1,629513.0
declaration 52099,739.2296454024183,1,0,0,0,1,2,1,615037.0
declaration 52561,2419.095815643243,1,0,0,0,1,2,1,1126792.0
declaration 47120,660.9266104603964,1,0,0,0,1,2,1,1822996.0
declaration 38824,188.9288408525991,1,0,0,1,1,3,1,1564190.0
declaration 38840,841.6949331263061,1,0,0,0,1,2,1,707290.0
declaration 38855,414.49853492099766,1,0,0,0,1,2,1,2426472.0
declaration 18062,403.77714886974456,1,0,0,1,1,3,1,3304515.0
declaration 17922,250.14007814405858,1,0,0,1,1,3,1,287371.0
declaration 38451,2610.1187427913246,1,0,0,1,1,3,1,3645149.0
declaration 47130,435.4697824817756,1,0,1,0,1,3,1,525501.0
declaration 15830,160.44508912532385,1,0,0,0,1,2,1,1410659.0
declaration 47148,466.3876729670467,1,0,0,0,1,2,1,337308.0
declaration 38466,1573.2925667232741,1,0,0,1,1,3,1,871471.0
declaration 38480,1196.2375126080128,1,0,0,0,1,2,1,1219540.0
declaration 38500,649.0942949147737,1,0,0,1,1,3,1,971031.0
declaration 15531,184.2551208613362,1,0,0,1,1,3,1,1233900.0
declaration 39955,1011.1458048469384,1,0,0,1,1,3,1,1297457.0
declaration 27556,751.5565724755854,1,0,0,1,1,3,1,1477731.0
declaration 39966,991.0432467361334,1,0,0,0,1,2,1,202992.0
declaration 47161,1351.3412704643379,1,0,0,0,1,2,1,533240.0
declaration 39976,1964.6026062687847,1,0,0,0,1,2,1,2270274.0
declaration 21807,1835.9011702434311,1,0,0,0,1,2,1,1492442.0
declaration 27567,560.1125489298933,1,0,0,1,1,3,1,538900.0
declaration 36814,1007.7611872806561,1,0,0,0,1,2,1,1218210.0
declaration 37540,2359.19790255188,1,0,0,1,1,3,1,3194231.0
declaration 37555,598.2092798399292,1,0,0,0,1,2,1,890444.0
declaration 40299,572.891600678962,1,0,0,1,1,3,1,2749273.0
declaration 36464,125.67679764728094,1,0,0,1,1,3,1,1392459.0
declaration 63081,1121.4297713195517,1,0,0,0,1,2,1,5368010.0
declaration 37571,417.3883007095275,1,0,0,1,1,3,1,2610294.0
declaration 52580,638.2220510855364,1,0,0,0,1,2,1,2446924.0
declaration 27604,729.4846287980599,1,0,0,1,1,3,1,874265.0
declaration 52607,856.722238325046,1,0,0,1,1,3,1,979248.0
declaration 47171,723.4598957251609,1,0,0,0,1,2,1,759347.0
declaration 47189,470.94397713294615,1,0,0,0,1,2,1,886835.0
declaration 47191,370.1365095952993,1,0,0,0,1,2,1,1229160.0
declaration 15548,185.21552716260135,1,0,1,0,1,3,1,354790.0
declaration 38873,459.829403314577,1,0,0,0,1,2,1,1218163.0
declaration 38871,639.3112026728473,1,0,0,0,1,2,1,1218033.0
declaration 52619,103.46985176897066,1,0,0,0,1,2,1,587713.0
declaration 52629,2609.876721158796,1,0,1,1,1,4,1,1217057.0
declaration 38886,105.55557995949924,1,0,0,1,1,3,1,973362.0
declaration 39368,633.3001892996976,1,0,0,0,1,2,1,969354.0
declaration 39378,659.3981901043815,1,0,0,1,1,3,1,614176.0
declaration 37595,188.77518969081416,1,0,0,0,1,2,1,890989.0
declaration 37343,1534.1119711708216,1,0,0,0,1,2,1,935623.0
declaration 52642,2015.6098392764175,1,0,1,0,1,3,1,438445.0
declaration 52654,3733.894426243282,1,0,1,0,1,3,1,1113667.0
declaration 40345,476.4970392374198,1,0,0,0,1,2,1,532170.0
declaration 39390,0.0,1,0,0,0,1,2,0,0.0
declaration 64881,1381.9146023752955,1,0,0,0,1,2,1,640809.0
declaration 37605,1860.6653193182153,1,0,0,0,1,2,1,893298.0
declaration 27982,131.8317539784419,1,0,0,0,1,2,1,2329232.0
declaration 28002,525.8375592624708,1,0,0,0,1,2,1,4933130.0
declaration 15569,195.00753865436107,1,0,0,1,1,3,1,1320667.0
declaration 39397,401.08672240477284,1,0,0,1,1,3,1,1317620.0
declaration 37617,73.72952534835234,1,0,0,0,1,2,1,768298.0
declaration 40474,291.8295651751051,1,0,0,0,1,2,1,1142319.0
declaration 40370,58.16437420197965,1,0,0,0,1,2,1,1210077.0
declaration 25082,1544.6823815114308,1,0,0,0,1,2,1,607927.0
declaration 68848,882.877420767534,1,0,0,0,1,2,1,624079.0
declaration 32927,3754.6122013506415,1,0,1,0,1,3,1,1485446.0
declaration 28015,817.8553794537,1,0,0,0,1,2,1,194518.0
declaration 17956,2003.6049504713067,1,0,0,0,1,2,1,2862965.0
declaration 17968,893.0002017959478,1,0,0,0,1,2,1,1392704.0
declaration 21817,429.7484167936433,1,0,0,0,1,2,1,420777.0
declaration 21829,1411.1682562690141,1,0,1,0,1,3,1,765617.0
declaration 21845,704.666099869013,1,0,0,0,1,2,1,863825.0
declaration 21863,2912.8733980984866,1,0,1,0,1,3,1,10210170.0
declaration 32943,487.02224697232555,1,0,0,1,1,3,1,1838415.0
declaration 32955,2300.6308050643215,1,0,0,0,1,2,1,2420243.0
declaration 40384,1545.1628468984927,1,0,1,0,1,3,1,2611882.0
declaration 47213,430.291511757908,1,0,0,0,1,2,1,607350.0
declaration 47223,525.3875923620076,1,0,0,1,1,3,1,963959.0
declaration 47235,612.668672919555,1,0,0,0,1,2,1,612138.0
declaration 21882,1482.1006771790937,1,0,0,0,1,2,1,1382077.0
declaration 17986,412.64003526145086,1,0,0,0,1,2,1,861551.0
declaration 70345,1237.8023528844071,1,0,0,1,1,3,1,853435.0
declaration 70363,342.06333705653265,1,0,0,0,1,2,1,281363.0
declaration 15593,582.8250242644842,1,0,0,1,1,3,1,619188.0
declaration 15592,0.0,1,0,0,1,1,3,0,70190.0
declaration 70385,1585.7032939753014,1,0,0,0,1,2,1,2512669.0
declaration 39417,903.7096535916132,1,0,0,0,1,2,1,2959070.0
declaration 15581,292.02492890498394,1,0,0,0,1,2,1,720799.0
declaration 32985,2000.323185552968,1,0,0,1,1,3,1,801093.0
declaration 40323,1621.5501281285356,1,0,0,0,1,2,1,2701615.0
declaration 40398,2283.0813133048373,1,0,1,0,1,3,1,1736317.0
declaration 21912,288.840788904471,1,0,0,1,1,3,1,891362.0
declaration 22137,846.7168377274445,1,0,0,1,1,3,1,1475781.0
declaration 25092,1626.8058266379137,1,0,0,1,1,3,1,3031873.0
declaration 15614,934.8983036773694,1,0,1,0,1,3,1,874347.0
declaration 15616,143.74736923594236,1,0,1,0,1,3,1,1760883.0
declaration 15636,1361.0948814510396,1,0,0,0,1,2,1,1822801.0
declaration 54886,405.66614688636,1,0,0,0,1,2,1,322559.0
declaration 47250,115.46291362975744,1,0,0,1,1,3,1,1143432.0
declaration 36370,507.70291355789703,1,0,0,0,1,2,1,1487051.0
declaration 36383,1084.621504560499,1,0,0,0,1,2,1,2003205.0
declaration 22151,398.3312083512252,1,0,0,1,1,3,1,2093518.0
declaration 22182,506.47140792003773,1,0,0,1,1,3,1,2090781.0
declaration 22195,444.76930746277424,1,0,0,1,1,3,1,2090749.0
declaration 22207,327.5850946900818,1,0,0,0,1,2,1,1847254.0
declaration 36400,523.0761605523124,1,0,0,0,1,2,1,1400076.0
declaration 17996,367.00393141339936,1,0,0,0,1,2,1,543635.0
declaration 18006,963.3853199601733,1,0,0,0,1,2,1,1366026.0
declaration 18019,889.0536052443417,1,0,0,0,1,2,1,1148549.0
declaration 39433,6464.239095003282,1,0,1,1,1,4,1,1114127.0
declaration 40966,0.0,1,0,0,0,1,2,0,2845809.0
declaration 40965,0.0,1,0,0,0,1,2,0,1122323.0
declaration 40963,424.6061901659702,1,0,0,0,1,2,1,1033651.0
declaration 37632,265.5842870795507,1,0,0,1,1,3,1,583498.0
declaration 40412,223.17018185589362,1,0,0,0,1,2,1,291546.0
declaration 37648,27.388317307874843,1,0,0,0,1,2,1,354367.0
declaration 33000,1687.1923140982344,1,0,0,0,1,2,1,533325.0
declaration 33010,1114.0323121061488,1,0,0,0,1,2,1,801091.0
declaration 33024,254.38602145234788,1,0,0,0,1,2,1,549597.0
declaration 36425,671.520577283199,1,0,0,0,1,2,1,3555759.0
declaration 36441,507.1148049799247,1,0,0,0,1,2,1,872744.0
declaration 68858,1054.6819382514668,1,0,0,0,1,2,1,1492356.0
declaration 36451,414.9109637532592,1,0,0,0,1,2,1,2579953.0
declaration 22235,1363.397711028538,1,0,1,0,1,3,1,4912844.0
declaration 22253,1162.6402101974131,1,0,0,1,1,3,1,3049606.0
declaration 52676,664.3421344751109,1,0,0,0,1,2,1,511748.0
declaration 37688,695.1209335949728,1,0,0,1,1,3,1,712955.0
declaration 38182,425.33335142589607,1,0,0,1,1,3,1,1151470.0
declaration 38194,966.3480264538903,1,0,0,1,1,3,1,1712341.0
declaration 18042,106.69052480742444,1,0,0,1,1,3,1,1211538.0
declaration 40446,1305.912184132644,1,0,0,1,1,3,1,3275843.0
declaration 40461,804.5905352390273,1,0,0,0,1,2,1,1715785.0
declaration 54896,1381.6749312886573,1,0,0,1,1,3,1,1707616.0
declaration 40487,97.61608046003902,1,0,0,0,1,2,1,354984.0
declaration 40497,151.35976520770095,1,0,0,0,1,2,1,514998.0
declaration 40507,382.36267259783057,1,0,0,0,1,2,1,272808.0
declaration 40517,389.20804013794515,1,0,0,0,1,2,1,272415.0
declaration 22267,2154.2635980130253,1,0,0,1,1,3,1,2698628.0
declaration 52686,272.2071844098663,1,0,0,1,1,3,1,1223006.0
declaration 36491,63.68143336594162,1,0,0,0,1,2,1,612539.0
declaration 52703,97.93114970239131,1,0,0,0,1,2,1,630782.0
declaration 28030,125.70461227121596,1,0,0,1,1,3,1,885565.0
declaration 36510,35.122356948307385,1,0,0,0,1,2,1,519567.0
declaration 36522,866.7386025791627,1,0,0,0,1,2,1,2740195.0
declaration 36543,2209.8192606934285,1,0,1,0,1,3,1,1835562.0
declaration 18078,627.3632498868413,1,0,0,1,1,3,1,964662.0
declaration 52719,639.4930050363452,1,0,0,1,1,3,1,875886.0
declaration 52734,380.54158135814333,1,0,0,0,1,2,1,620055.0
declaration 52736,0.0,1,0,0,0,1,2,0,0.0
declaration 52749,46.96604157040165,1,0,0,1,1,3,1,531012.0
declaration 39450,966.3221193335366,1,0,0,1,1,3,1,1998939.0
declaration 36574,1093.804837441941,1,0,0,0,1,2,1,1463753.0
declaration 36584,2834.7593347840134,1,0,0,0,1,2,1,1661840.0
declaration 22282,862.9545510883371,1,0,0,0,1,2,1,1384960.0
declaration 22296,960.1068912107509,1,0,0,0,1,2,1,1483596.0
declaration 22318,0.0,1,0,0,1,1,3,0,4876.0
declaration 38208,1194.1772342423985,1,0,0,1,1,3,1,1623633.0
declaration 40541,873.7720449748833,1,0,0,1,1,3,1,332863.0
declaration 37171,243.29104413919657,1,0,0,0,1,2,1,358969.0
declaration 40863,565.1940020774636,1,0,0,1,1,3,1,1237132.0
declaration 52761,181.89939413558383,1,0,0,0,1,2,1,622322.0
declaration 22338,713.3240332774569,1,0,0,1,1,3,1,3547168.0
declaration 37187,422.66174138687416,1,0,0,1,1,3,1,811305.0
declaration 25107,428.1298049725671,1,0,0,0,1,2,1,1478613.0
declaration 25126,267.03930604353366,1,0,0,0,1,2,1,520615.0
declaration 25136,1125.2101322902604,1,0,0,0,1,2,1,885885.0
declaration 28042,635.5322033312871,1,0,0,1,1,3,1,3042591.0
declaration 70395,53.00768683367156,1,0,0,1,1,3,1,1576064.0
declaration 70411,2014.3694767316188,1,0,0,0,1,2,1,6488364.0
declaration 28061,1120.7526260440068,1,0,0,0,1,2,1,851690.0
declaration 37199,526.5822677309452,1,0,0,0,1,2,1,630020.0
declaration 40261,183.64280766537527,1,0,0,0,1,2,1,542640.0
declaration 40271,675.7790284495212,1,0,0,1,1,3,1,3637708.0
declaration 40287,308.3408761983002,1,0,0,0,1,2,1,879785.0
declaration 38232,618.4950172116796,1,0,0,0,1,2,1,613402.0
declaration 28075,420.52236690523375,1,0,0,0,1,2,1,1818563.0
declaration 52771,786.310263899599,1,0,0,0,1,2,1,432926.0
declaration 37212,485.88970919227876,1,0,0,0,1,2,1,1841256.0
declaration 40834,1616.5674643021614,1,0,0,1,1,3,1,685275.0
declaration 37225,1686.8442524761185,1,0,1,0,1,3,1,803924.0
declaration 37239,369.4889791139003,1,0,0,1,1,3,1,1308749.0
declaration 37241,541.1225694119702,1,0,0,1,1,3,1,2326943.0
declaration 37261,686.3479359018347,1,0,0,0,1,2,1,516628.0
declaration 37271,1890.6354335185727,1,0,0,0,1,2,1,884367.0
declaration 18111,3319.4745896218847,1,0,1,0,1,3,1,3543613.0
declaration 15647,666.9654971137024,1,0,0,0,1,2,1,606917.0
declaration 37284,300.7034327427692,1,0,0,0,1,2,1,628890.0
declaration 37302,1806.2539659777667,1,0,0,0,1,2,1,2337630.0
declaration 37313,40.47255102855003,1,0,0,1,1,3,1,892304.0
declaration 53533,746.1090744423113,1,0,0,0,1,2,1,287481.0
declaration 23024,474.87510846498617,1,0,0,0,1,2,1,3132219.0
declaration 70923,713.3744252321919,1,0,0,1,1,3,1,1241259.0
declaration 54908,1132.1575730895029,1,0,0,1,1,3,1,2096837.0
declaration 15657,1280.1307305400123,1,0,0,1,1,3,1,1494540.0
declaration 40849,352.46768979539166,1,0,0,1,1,3,1,281269.0
declaration 54926,928.5140662915719,1,0,0,0,1,2,1,3655622.0
declaration 15843,641.7446483766164,1,0,0,0,1,2,1,544527.0
declaration 33034,2161.162825104926,1,0,1,1,1,4,1,787668.0
declaration 37325,2161.6285654077606,1,0,1,1,1,4,1,1318157.0
declaration 18127,592.023382873101,1,0,0,0,1,2,1,695505.0
declaration 18137,2206.951956027695,1,0,0,1,1,3,1,930278.0
declaration 18149,729.7248562175258,1,0,0,0,1,2,1,1481458.0
declaration 37356,46.897485586292554,1,0,0,0,1,2,1,897405.0
declaration 37366,397.8299991845787,1,0,0,1,1,3,1,2086829.0
declaration 37383,1204.818736847849,1,0,0,0,1,2,1,894624.0
declaration 68869,1020.3952028445625,1,0,0,1,1,3,1,1476920.0
declaration 37410,290.72866842021756,1,0,0,1,1,3,1,2448545.0
declaration 37431,536.7430221494831,1,0,0,0,1,2,1,8210551.0
declaration 37979,811.0613592917051,1,0,0,0,1,2,1,1061850.0
declaration 37989,976.2918096759564,1,0,0,0,1,2,1,279414.0
declaration 38002,529.918416054321,1,0,0,1,1,3,1,619554.0
declaration 38028,774.4701748330164,1,0,0,0,1,2,1,1491224.0
declaration 18415,242.95799768042107,1,0,0,0,1,2,1,2009850.0
declaration 18428,419.1314969883579,1,0,0,0,1,2,1,1451092.0
declaration 18447,1142.0495029938777,1,0,1,0,1,3,1,1622196.0
declaration 18468,1162.8384252445003,1,0,0,0,1,2,1,3268376.0
declaration 38246,2016.5826055709001,1,0,0,1,1,3,1,6305330.0
declaration 64507,0.0,1,0,0,0,1,2,0,17829.0
declaration 28088,333.02392219899133,1,0,0,0,1,2,1,539928.0
declaration 39465,749.93795046099,1,0,0,1,1,3,1,2100437.0
declaration 28104,17.762979610613215,1,0,0,0,1,2,1,779743.0
declaration 15677,528.5234066916039,1,0,0,1,1,3,1,3645220.0
declaration 39477,1260.3680771159145,1,0,0,0,1,2,1,2420919.0
declaration 70434,612.7141397997817,1,0,0,0,1,2,1,1122793.0
declaration 52781,181.83703573104086,1,0,0,0,1,2,1,629916.0
declaration 39492,0.0,1,0,0,0,1,2,1,435434.0
declaration 38266,1596.3215860609898,1,0,0,0,1,2,1,369524.0
declaration 38276,915.5846440425603,1,0,0,0,1,2,1,1645067.0
declaration 39502,382.30252628102534,1,0,0,0,1,2,1,603980.0
declaration 38286,45.049290633155735,1,0,0,0,1,2,1,2434488.0
declaration 38899,193.99259684968348,1,0,0,1,1,3,1,1216668.0
declaration 39601,219.77968593361874,1,0,0,0,1,2,1,502007.0
declaration 40878,1482.9868496768145,1,0,0,1,1,3,1,669602.0
declaration 40890,915.9116598325514,1,0,0,0,1,2,1,285285.0
declaration 40902,110.19765765299091,1,0,0,0,1,2,1,760812.0
declaration 18483,220.16921603722847,1,0,0,0,1,2,1,618525.0
declaration 18500,265.0332188890784,1,0,0,1,1,3,1,3116093.0
declaration 70461,140.52405456949504,1,0,0,0,1,2,1,283809.0
declaration 28123,45.194979538562684,1,0,0,0,1,2,1,588309.0
declaration 18528,1495.6456037335495,1,0,0,0,1,2,1,780773.0
declaration 38914,1380.327575333598,1,0,0,1,1,3,1,272501.0
declaration 38926,526.3526494525269,1,0,0,0,1,2,1,1038792.0
declaration 70474,1284.8510788668348,1,0,0,0,1,2,1,266827.0
declaration 39626,1979.7834569035958,1,0,0,1,1,3,1,4776318.0
declaration 28139,189.55465784793878,1,0,0,0,1,2,1,271602.0
declaration 28149,288.3405776670631,1,0,0,0,1,2,1,1148609.0
declaration 28159,63.59253037479237,1,0,0,0,1,2,1,542015.0
declaration 28170,119.0229670183169,1,0,0,0,1,2,1,1472233.0
declaration 40918,320.04268524002504,1,0,0,0,1,2,1,290510.0
declaration 40928,1803.1329609895147,1,0,1,0,1,3,1,946811.0
declaration 28186,176.62455438941012,1,0,0,0,1,2,1,1803294.0
declaration 28200,209.1532978758339,1,0,0,0,1,2,1,699451.0
declaration 39640,128.40799402602303,1,0,0,0,1,2,1,616949.0
declaration 39653,892.8594051164074,1,0,0,0,1,2,1,3639614.0
declaration 39658,1884.0973089601653,1,0,0,0,1,2,1,532511.0
declaration 39656,476.9866604962443,1,0,0,0,1,2,1,531666.0
declaration 39655,0.0,1,0,0,0,1,2,0,1028424.0
declaration 39681,1106.4870446605275,1,0,0,1,1,3,1,5384552.0
declaration 39700,29.229395712588936,1,0,0,0,1,2,1,1056536.0
declaration 22361,124.23324305732169,1,0,0,0,1,2,1,1149146.0
declaration 22374,567.0490270260706,1,0,0,0,1,2,1,3282702.0
declaration 23007,714.9748601633064,1,0,0,0,1,2,1,1210908.0
declaration 40944,386.6978410657478,1,0,0,1,1,3,1,1838574.0
declaration 38944,613.615842214772,1,0,0,0,1,2,1,1122225.0
declaration 38956,136.0272683473981,1,0,0,0,1,2,1,635663.0
declaration 54954,298.9980246919447,1,0,0,1,1,3,1,1320704.0
declaration 54956,419.4136114279497,1,0,0,1,1,3,1,1230939.0
declaration 55354,50.140264333970904,1,0,0,0,1,2,1,614269.0
declaration 55356,114.95572798520159,1,0,0,0,1,2,1,105509.0
declaration 38969,588.8451919286814,1,0,0,0,1,2,1,462689.0
declaration 33049,637.5884226659505,1,0,0,0,1,2,1,1239030.0
declaration 40981,612.3964934697301,1,0,0,0,1,2,1,444339.0
declaration 40993,682.4157125068863,1,0,1,1,1,4,1,287122.0
declaration 38979,517.8418538422638,1,0,0,0,1,2,1,1236421.0
declaration 28622,723.3191683659651,1,0,0,0,1,2,1,752558.0
declaration 28632,520.9734636160878,1,0,0,0,1,2,1,109564.0
declaration 39000,0.0,1,0,0,0,1,2,0,132702.0
declaration 38998,723.5295846724038,1,0,0,0,1,2,1,547616.0
declaration 18540,70.10109073251819,1,0,0,1,1,3,1,456521.0
declaration 18538,809.0490589247099,1,0,0,1,1,3,1,455275.0
declaration 39715,854.912958322081,1,0,1,1,1,4,1,3633154.0
declaration 39736,541.652970316202,1,0,0,0,1,2,1,1736287.0
declaration 28651,118.66261562858574,1,0,0,0,1,2,1,711627.0
declaration 28679,1091.9229589288486,1,0,0,1,1,3,1,6655768.0
declaration 41017,941.9439355985706,1,0,1,1,1,4,1,702496.0
declaration 41040,1433.64432092817,1,0,0,1,1,3,1,718493.0
declaration 41052,844.4718143918184,1,0,0,1,1,3,1,3131852.0
declaration 28698,2766.2200480953593,1,0,0,0,1,2,1,180193.0
declaration 28708,2776.1127622339595,1,0,0,0,1,2,1,279805.0
declaration 28725,67.30427650382254,1,0,0,1,1,3,1,877183.0
declaration 28727,182.0059308272384,1,0,0,1,1,3,1,1492694.0
declaration 41068,165.9922578169237,1,0,0,0,1,2,1,1230557.0
declaration 41070,421.8969886180144,1,0,0,0,1,2,1,1233461.0
declaration 41083,1132.7973298882807,1,0,0,1,1,3,1,959630.0
declaration 41098,231.99055694689952,1,0,0,0,1,2,1,803502.0
declaration 71253,75.26690104843989,1,0,0,1,1,3,1,538926.0
declaration 39756,462.8330691199084,1,0,0,0,1,2,1,351552.0
declaration 23038,2644.8527321985216,1,0,1,0,1,3,1,3544959.0
declaration 23052,2347.2473675434767,1,0,1,0,1,3,1,4825744.0
declaration 52821,102.97503311638786,1,0,0,0,1,2,1,542175.0
declaration 23067,1647.8631859945324,1,0,0,1,1,3,1,3738925.0
declaration 23082,373.587030243192,1,0,0,1,1,3,1,1564955.0
declaration 23094,767.6141758507918,1,0,0,1,1,3,1,785969.0
declaration 39769,706.8415154358536,1,0,0,0,1,2,1,1576929.0
declaration 53060,259.61171844516457,1,0,0,1,1,3,1,883438.0
declaration 39033,1558.4357795441047,1,0,0,1,1,3,1,794491.0
declaration 39045,0.0,1,0,0,1,1,3,0,0.0
declaration 39053,792.8160866850495,1,0,0,1,1,3,1,800437.0
declaration 53072,286.3287023424128,1,0,0,0,1,2,1,1647177.0
declaration 28772,427.1382539419168,1,0,0,1,1,3,1,1222974.0
declaration 20213,3217.111932214317,1,0,0,0,1,2,1,1128606.0
declaration 39065,570.5671706285285,1,0,0,0,1,2,1,611656.0
declaration 39779,1065.3141030340814,1,0,0,0,1,2,1,356347.0
declaration 39789,1017.600948777192,1,0,0,1,1,3,1,798270.0
declaration 39078,1330.2156434592393,1,0,0,1,1,3,1,1393282.0
declaration 39095,455.8553426339164,1,0,0,0,1,2,1,765253.0
declaration 20668,1880.024842860948,1,0,0,0,1,2,1,519964.0
declaration 53605,587.3550932206882,1,0,0,0,1,2,1,1825871.0
declaration 39512,1292.313841535259,1,0,0,0,1,2,1,1726951.0
declaration 61670,1700.109692854322,1,0,1,0,1,3,1,341187.0
declaration 39525,1521.2380077500763,1,0,0,0,1,2,1,3525837.0
declaration 39541,1117.3612754558787,1,0,0,1,1,3,1,351618.0
declaration 39804,410.9621981580158,1,0,0,0,1,2,1,285790.0
declaration 39815,1194.0381091965996,1,0,0,1,1,3,1,972787.0
declaration 39553,313.80173768584996,1,0,0,1,1,3,1,408433.0
declaration 39565,1724.7132081875716,1,0,0,0,1,2,1,3116202.0
declaration 39575,317.417472460753,1,0,0,0,1,2,1,625734.0
declaration 53085,210.0127045056895,1,0,0,1,1,3,1,5991352.0
declaration 18559,543.4319131158752,1,0,0,1,1,3,1,693367.0
declaration 66217,833.1382201966727,1,0,0,1,1,3,1,4681400.0
declaration 10578,1873.9489775535092,1,0,0,1,1,3,1,282657.0
